train_loss,train_accuracy,epoch,step,test_loss,test_acc
0.7115803360939026,0.34375,0,0,,
0.6987320780754089,0.4296875,0,1,,
0.6995420455932617,0.453125,0,2,,
0.6985303163528442,0.4609375,0,3,,
0.6889144778251648,0.546875,0,4,,
0.6884739995002747,0.5546875,0,5,,
0.6876795291900635,0.5625,0,6,,
0.6799584627151489,0.6015625,0,7,,
0.6783027648925781,0.671875,0,8,,
0.6701884269714355,0.6640625,0,9,,
0.6705135107040405,0.7109375,0,10,,
0.6721038222312927,0.703125,0,11,,
0.6593722701072693,0.796875,0,12,,
0.6521929502487183,0.8359375,0,13,,
0.6437498331069946,0.8046875,0,14,,
0.6443268060684204,0.7890625,0,15,,
0.6394248604774475,0.84375,0,16,,
0.6312155723571777,0.8515625,0,17,,
0.6341191530227661,0.8203125,0,18,,
0.6199705004692078,0.8671875,0,19,,
0.6151537895202637,0.8671875,0,20,,
0.6183192133903503,0.84375,0,21,,
0.6014809012413025,0.890625,0,22,,
0.5981336832046509,0.8671875,0,23,,
0.5880230665206909,0.875,0,24,,
0.5831496119499207,0.84375,0,25,,
0.5789538025856018,0.8515625,0,26,,
0.5626466870307922,0.90625,0,27,,
0.568688154220581,0.8125,0,28,,
0.5197369456291199,0.8984375,0,29,,
0.5198907852172852,0.8671875,0,30,,
0.5461137294769287,0.828125,0,31,,
0.5056644082069397,0.8671875,0,32,,
0.5070285797119141,0.84375,0,33,,
0.4798344373703003,0.8828125,0,34,,
0.4548204243183136,0.8828125,0,35,,
0.4511308968067169,0.890625,0,36,,
0.4309467673301697,0.90625,1,37,,
0.4433353543281555,0.8671875,1,38,,
0.44066667556762695,0.8359375,1,39,,
0.41406524181365967,0.8515625,1,40,,
0.3706851601600647,0.875,1,41,,
0.38320192694664,0.859375,1,42,,
,,1,43,0.44489455223083496,0.8725709319114685
